Instance,ObValue1,ObValue12,Time,Feas,v,inst,cplex,gap
p4.4.l_c.txt,167,159.5,13.3651,1,4,l,169,1.18
p4.4.l_c.txt,168,158.5,13.4692,1,4,l,169,0.59
p4.4.l_c.txt,168,158.5,13.4772,1,4,l,169,0.59
p4.4.l_c.txt,168,158.5,13.4477,1,4,l,169,0.59
p4.4.l_c.txt,166,160.5,13.5598,1,4,l,169,1.78
p4.4.m_c.txt,177,149.5,14.1375,1,4,m,173,-2.31
p4.4.m_c.txt,177,149.5,14.0331,1,4,m,173,-2.31
p4.4.m_c.txt,177,149.5,13.5832,1,4,m,173,-2.31
p4.4.m_c.txt,180,146.5,13.6536,1,4,m,173,-4.05
p4.4.m_c.txt,180,146.5,13.6696,1,4,m,173,-4.05
p4.4.m_c.txt,180,146.5,13.7125,1,4,m,173,-4.05
p4.4.m_c.txt,178,148.5,13.7021,1,4,m,173,-2.89
p4.4.m_c.txt,179,147.5,13.6295,1,4,m,173,-3.47
p4.4.m_c.txt,170,156.5,13.6226,1,4,m,173,1.73
p4.4.m_c.txt,174,152.5,13.6132,1,4,m,173,-0.58
p4.4.n_c.txt,187,139.5,13.9237,1,4,n,172,-8.72
p4.4.n_c.txt,188,138.5,13.9922,1,4,n,172,-9.3
p4.4.n_c.txt,186,140.5,13.9684,1,4,n,172,-8.14
p4.4.n_c.txt,182,144.5,13.984,1,4,n,172,-5.81
p4.4.n_c.txt,190,136.5,13.8444,1,4,n,172,-10.47
p4.4.n_c.txt,187,139.5,13.8462,1,4,n,172,-8.72
p4.4.n_c.txt,187,139.5,13.9436,1,4,n,172,-8.72
p4.4.n_c.txt,187,139.5,13.948,1,4,n,172,-8.72
p4.4.n_c.txt,187,139.5,13.9648,1,4,n,172,-8.72
p4.4.n_c.txt,187,139.5,13.9693,1,4,n,172,-8.72
p4.4.o_c.txt,195,131.5,14.6774,1,4,o,176,-10.8
p4.4.o_c.txt,195,131.5,14.6136,1,4,o,176,-10.8
p4.4.o_c.txt,195,131.5,14.7969,1,4,o,176,-10.8
p4.4.o_c.txt,198,128.5,14.4794,1,4,o,176,-12.5
p4.4.o_c.txt,198,128.5,14.5839,1,4,o,176,-12.5
p4.4.o_c.txt,196,130.5,14.6131,1,4,o,176,-11.36
p4.4.o_c.txt,194,132.5,14.6358,1,4,o,176,-10.23
p4.4.o_c.txt,207,119.5,14.6003,1,4,o,176,-17.61
p4.4.o_c.txt,195,131.5,14.4314,1,4,o,176,-10.8
p4.4.o_c.txt,201,125.5,14.8198,1,4,o,176,-14.2
p4.4.p_c.txt,206,120.5,14.9729,1,4,p,197,-4.57
p4.4.p_c.txt,206,120.5,14.7656,1,4,p,197,-4.57
p4.4.p_c.txt,205,121.5,14.7533,1,4,p,197,-4.06
p4.4.p_c.txt,205,121.5,14.7891,1,4,p,197,-4.06
p4.4.p_c.txt,203,123.5,14.8047,1,4,p,197,-3.05
p4.4.p_c.txt,206,120.5,14.6839,1,4,p,197,-4.57
p4.4.p_c.txt,205,121.5,14.6367,1,4,p,197,-4.06
p4.4.p_c.txt,202,124.5,14.7141,1,4,p,197,-2.54
p4.4.p_c.txt,205,121.5,14.7736,1,4,p,197,-4.06
p4.4.p_c.txt,205,121.5,14.9964,1,4,p,197,-4.06
p4.4.q_c.txt,219,107.5,14.3548,1,4,q,189,-15.87
p4.4.q_c.txt,216,110.5,14.339,1,4,q,189,-14.29
p4.4.q_c.txt,214,112.5,14.2853,1,4,q,189,-13.23
p4.4.q_c.txt,212,114.5,14.3198,1,4,q,189,-12.17
p4.4.q_c.txt,214,112.5,14.2686,1,4,q,189,-13.23
p4.4.q_c.txt,222,104.5,14.2911,1,4,q,189,-17.46
p4.4.q_c.txt,215,111.5,14.1473,1,4,q,189,-13.76
p4.4.q_c.txt,211,115.5,14.3411,1,4,q,189,-11.64
p4.4.q_c.txt,214,112.5,14.2894,1,4,q,189,-13.23
p4.4.q_c.txt,216,110.5,14.3193,1,4,q,189,-14.29
p4.4.r_c.txt,220,106.5,14.9634,1,4,r,212,-3.77
p4.4.r_c.txt,225,101.5,15.009,1,4,r,212,-6.13
p4.4.r_c.txt,224,102.5,14.8453,1,4,r,212,-5.66
p4.4.r_c.txt,219,107.5,14.8276,1,4,r,212,-3.3
p4.4.r_c.txt,224,102.5,14.996,1,4,r,212,-5.66
p4.4.r_c.txt,225,101.5,14.9877,1,4,r,212,-6.13
p4.4.r_c.txt,223,103.5,14.8938,1,4,r,212,-5.19
p4.4.r_c.txt,229,97.5,14.9964,1,4,r,212,-8.02
p4.4.r_c.txt,220,106.5,14.881,1,4,r,212,-3.77
p4.4.r_c.txt,226,100.5,15.0635,1,4,r,212,-6.6
p4.4.s_c.txt,233,93.5,14.6259,1,4,s,204,-14.22
p4.4.s_c.txt,233,93.5,14.6197,1,4,s,204,-14.22
p4.4.s_c.txt,234,92.5,14.6016,1,4,s,204,-14.71
p4.4.s_c.txt,230,96.5,14.5218,1,4,s,204,-12.75
p4.4.s_c.txt,229,97.5,14.5131,1,4,s,204,-12.25
p4.4.s_c.txt,232,94.5,14.6528,1,4,s,204,-13.73
p4.4.s_c.txt,229,97.5,14.7528,1,4,s,204,-12.25
p4.4.s_c.txt,227,99.5,14.8542,1,4,s,204,-11.27
p4.4.s_c.txt,244,82.5,14.7481,1,4,s,204,-19.61
p4.4.s_c.txt,237,89.5,14.6815,1,4,s,204,-16.18
p4.4.t_c.txt,241,85.5,14.6706,1,4,t,195,-23.59
p4.4.t_c.txt,240,86.5,14.6955,1,4,t,195,-23.08
p4.4.t_c.txt,239,87.5,14.7081,1,4,t,195,-22.56
p4.4.t_c.txt,240,86.5,14.614,1,4,t,195,-23.08
p4.4.t_c.txt,242,84.5,14.4672,1,4,t,195,-24.1
p4.4.t_c.txt,240,86.5,14.5527,1,4,t,195,-23.08
p4.4.t_c.txt,255,71.5,14.6255,1,4,t,195,-30.77
p4.4.t_c.txt,240,86.5,14.6473,1,4,t,195,-23.08
p4.4.t_c.txt,240,86.5,14.6363,1,4,t,195,-23.08
p4.4.t_c.txt,243,83.5,15.1294,1,4,t,195,-24.62
p7.2.a_c.txt,0,729,0.338672,1,2,a,0,0
p7.2.a_c.txt,0,729,0.34017,1,2,a,0,0
p7.2.a_c.txt,0,729,0.344973,1,2,a,0,0
p7.2.a_c.txt,0,729,0.34349,1,2,a,0,0
p7.2.a_c.txt,0,729,0.34374,1,2,a,0,0
p7.2.a_c.txt,0,729,0.362752,1,2,a,0,0
p7.2.a_c.txt,0,729,0.352761,1,2,a,0,0
p7.2.a_c.txt,0,729,0.356585,1,2,a,0,0
p7.2.a_c.txt,0,729,0.374615,1,2,a,0,0
p7.2.a_c.txt,0,729,0.379227,1,2,a,0,0
p7.2.b_c.txt,18,711,5.28105,1,2,b,18,0
p7.2.b_c.txt,18,711,5.28162,1,2,b,18,0
p7.2.b_c.txt,18,711,5.24784,1,2,b,18,0
p7.2.b_c.txt,18,711,5.23672,1,2,b,18,0
p7.2.b_c.txt,18,711,5.18565,1,2,b,18,0
p7.2.b_c.txt,18,711,5.27544,1,2,b,18,0
p7.2.b_c.txt,18,711,5.25582,1,2,b,18,0
p7.2.b_c.txt,18,711,5.1895,1,2,b,18,0
p7.2.b_c.txt,18,711,5.20409,1,2,b,18,0
p7.2.b_c.txt,18,711,5.18332,1,2,b,18,0
p7.2.c_c.txt,48,681,6.44427,1,2,c,48,0
p7.2.c_c.txt,48,681,6.41587,1,2,c,48,0
p7.2.c_c.txt,48,681,6.42411,1,2,c,48,0
p7.2.c_c.txt,48,681,6.38772,1,2,c,48,0
p7.2.c_c.txt,48,681,6.4342,1,2,c,48,0
p7.2.c_c.txt,48,681,6.42404,1,2,c,48,0
p7.2.c_c.txt,48,681,6.3916,1,2,c,48,0
p7.2.c_c.txt,48,681,6.41369,1,2,c,48,0
p7.2.c_c.txt,48,681,6.43414,1,2,c,48,0
p7.2.c_c.txt,48,681,6.42538,1,2,c,48,0
p7.2.d_c.txt,81,648,7.89743,1,2,d,73,-10.96
p7.2.d_c.txt,81,648,7.90504,1,2,d,73,-10.96
p7.2.d_c.txt,81,648,7.94816,1,2,d,73,-10.96
p7.2.d_c.txt,81,648,7.89397,1,2,d,73,-10.96
p7.2.d_c.txt,81,648,7.93869,1,2,d,73,-10.96
p7.2.d_c.txt,81,648,7.96929,1,2,d,73,-10.96
p7.2.d_c.txt,81,648,7.89044,1,2,d,73,-10.96
p7.2.d_c.txt,81,648,7.89811,1,2,d,73,-10.96
p7.2.d_c.txt,81,648,7.91219,1,2,d,73,-10.96
p7.2.d_c.txt,81,648,7.9353,1,2,d,73,-10.96
p7.2.e_c.txt,109,620,8.94108,1,2,e,94,-15.96
p7.2.e_c.txt,109,620,8.98361,1,2,e,94,-15.96
p7.2.e_c.txt,109,620,8.97185,1,2,e,94,-15.96
p7.2.e_c.txt,109,620,8.98494,1,2,e,94,-15.96
p7.2.e_c.txt,109,620,8.98991,1,2,e,94,-15.96
p7.2.e_c.txt,109,620,9.00175,1,2,e,94,-15.96
p7.2.e_c.txt,109,620,8.975,1,2,e,94,-15.96
p7.2.e_c.txt,109,620,8.96482,1,2,e,94,-15.96
p7.2.e_c.txt,109,620,9.04748,1,2,e,94,-15.96
p7.2.e_c.txt,109,620,9.07135,1,2,e,94,-15.96
p7.2.f_c.txt,152,577,10.4005,1,2,f,141,-7.8
p7.2.f_c.txt,152,577,10.3616,1,2,f,141,-7.8
p7.2.f_c.txt,152,577,10.3415,1,2,f,141,-7.8
p7.2.f_c.txt,152,577,10.3844,1,2,f,141,-7.8
p7.2.f_c.txt,152,577,10.3888,1,2,f,141,-7.8
p7.2.f_c.txt,152,577,10.3592,1,2,f,141,-7.8
p7.2.f_c.txt,152,577,10.3685,1,2,f,141,-7.8
p7.2.f_c.txt,152,577,10.3335,1,2,f,141,-7.8
p7.2.f_c.txt,152,577,10.4187,1,2,f,141,-7.8
p7.2.f_c.txt,152,577,10.3457,1,2,f,141,-7.8
p7.2.g_c.txt,178,551,11.4908,1,2,g,166,-7.23
p7.2.g_c.txt,178,551,11.4887,1,2,g,166,-7.23
p7.2.g_c.txt,178,551,11.4835,1,2,g,166,-7.23
p7.2.g_c.txt,178,551,11.4581,1,2,g,166,-7.23
p7.2.g_c.txt,178,551,11.2841,1,2,g,166,-7.23
p7.2.g_c.txt,178,551,11.1618,1,2,g,166,-7.23
p7.2.g_c.txt,178,551,11.0837,1,2,g,166,-7.23
p7.2.g_c.txt,178,551,11.1674,1,2,g,166,-7.23
p7.2.g_c.txt,178,551,11.1515,1,2,g,166,-7.23
p7.2.g_c.txt,178,551,11.1545,1,2,g,166,-7.23
p7.2.h_c.txt,201,528,11.9443,1,2,h,181,-11.05
p7.2.h_c.txt,201,528,11.9505,1,2,h,181,-11.05
p7.2.h_c.txt,204,525,11.9968,1,2,h,181,-12.71
p7.2.h_c.txt,201,528,11.9279,1,2,h,181,-11.05
p7.2.h_c.txt,201,528,11.9551,1,2,h,181,-11.05
p7.2.h_c.txt,201,528,11.9586,1,2,h,181,-11.05
p7.2.h_c.txt,201,528,11.9612,1,2,h,181,-11.05
p7.2.h_c.txt,200,529,11.9941,1,2,h,181,-10.5
p7.2.h_c.txt,201,528,11.9211,1,2,h,181,-11.05
p7.2.h_c.txt,201,528,11.971,1,2,h,181,-11.05
p7.2.i_c.txt,219,510,12.8261,1,2,i,197,-11.17
p7.2.i_c.txt,219,510,12.8049,1,2,i,197,-11.17
p7.2.i_c.txt,217,512,12.7322,1,2,i,197,-10.15
p7.2.i_c.txt,217,512,12.7815,1,2,i,197,-10.15
p7.2.i_c.txt,219,510,12.7759,1,2,i,197,-11.17
p7.2.i_c.txt,219,510,12.7955,1,2,i,197,-11.17
p7.2.i_c.txt,219,510,12.8232,1,2,i,197,-11.17
p7.2.i_c.txt,219,510,12.9724,1,2,i,197,-11.17
p7.2.i_c.txt,219,510,12.8821,1,2,i,197,-11.17
p7.2.i_c.txt,219,510,12.7703,1,2,i,197,-11.17
p7.2.j_c.txt,236,493,13.5101,1,2,j,232,-1.72
p7.2.j_c.txt,245,484,13.5863,1,2,j,232,-5.6
p7.2.j_c.txt,238,491,13.5547,1,2,j,232,-2.59
p7.2.j_c.txt,237,492,13.4792,1,2,j,232,-2.16
p7.2.j_c.txt,238,491,13.4643,1,2,j,232,-2.59
p7.2.j_c.txt,242,487,13.7954,1,2,j,232,-4.31
p7.2.j_c.txt,240,489,13.9427,1,2,j,232,-3.45
p7.2.j_c.txt,238,491,13.9108,1,2,j,232,-2.59
p7.2.j_c.txt,240,489,13.7475,1,2,j,232,-3.45
p7.2.j_c.txt,240,489,13.8916,1,2,j,232,-3.45
p7.2.k_c.txt,260,469,14.5172,1,2,k,220,-18.18
p7.2.k_c.txt,263,466,14.4437,1,2,k,220,-19.55
p7.2.k_c.txt,261,468,14.499,1,2,k,220,-18.64
p7.2.k_c.txt,257,472,14.4503,1,2,k,220,-16.82
p7.2.k_c.txt,258,471,14.4148,1,2,k,220,-17.27
p7.2.k_c.txt,261,468,14.4538,1,2,k,220,-18.64
p7.2.k_c.txt,261,468,14.4188,1,2,k,220,-18.64
p7.2.k_c.txt,258,471,14.4658,1,2,k,220,-17.27
p7.2.k_c.txt,268,461,14.4448,1,2,k,220,-21.82
p7.2.k_c.txt,261,468,14.5457,1,2,k,220,-18.64
p7.2.l_c.txt,285,444,15.2276,1,2,l,257,-10.89
p7.2.l_c.txt,287,442,15.3913,1,2,l,257,-11.67
p7.2.l_c.txt,290,439,15.3135,1,2,l,257,-12.84
p7.2.l_c.txt,289,440,15.2496,1,2,l,257,-12.45
p7.2.l_c.txt,277,452,15.2294,1,2,l,257,-7.78
p7.2.l_c.txt,284,445,15.1985,1,2,l,257,-10.51
p7.2.l_c.txt,282,447,15.1593,1,2,l,257,-9.73
p7.2.l_c.txt,282,447,15.2276,1,2,l,257,-9.73
p7.2.l_c.txt,285,444,15.2043,1,2,l,257,-10.89
p7.2.l_c.txt,287,442,15.2413,1,2,l,257,-11.67
p7.2.m_c.txt,305,424,15.584,1,2,m,241,-26.56
p7.2.m_c.txt,304,425,15.6562,1,2,m,241,-26.14
p7.2.m_c.txt,310,419,15.654,1,2,m,241,-28.63
p7.2.m_c.txt,303,426,15.6309,1,2,m,241,-25.73
p7.2.m_c.txt,305,424,15.6248,1,2,m,241,-26.56
p7.2.m_c.txt,304,425,15.6468,1,2,m,241,-26.14
p7.2.m_c.txt,305,424,15.6489,1,2,m,241,-26.56
p7.2.m_c.txt,307,422,15.6265,1,2,m,241,-27.39
p7.2.m_c.txt,314,415,15.6609,1,2,m,241,-30.29
p7.2.m_c.txt,302,427,15.5866,1,2,m,241,-25.31
p7.2.n_c.txt,333,396,15.8456,1,2,n,326,-2.15
p7.2.n_c.txt,337,392,15.2876,1,2,n,326,-3.37
p7.2.n_c.txt,326,403,15.5668,1,2,n,326,0
p7.2.n_c.txt,337,392,15.2788,1,2,n,326,-3.37
p7.2.n_c.txt,335,394,15.3131,1,2,n,326,-2.76
p7.2.n_c.txt,337,392,15.3071,1,2,n,326,-3.37
p7.2.n_c.txt,329,400,15.2431,1,2,n,326,-0.92
p7.2.n_c.txt,332,397,15.2886,1,2,n,326,-1.84
p7.2.n_c.txt,336,393,15.2449,1,2,n,326,-3.07
p7.2.n_c.txt,334,395,15.2088,1,2,n,326,-2.45
p7.2.o_c.txt,361,368,15.7162,1,2,o,331,-9.06
p7.2.o_c.txt,361,368,15.6582,1,2,o,331,-9.06
p7.2.o_c.txt,366,363,16.0571,1,2,o,331,-10.57
p7.2.o_c.txt,361,368,16.1683,1,2,o,331,-9.06
p7.2.o_c.txt,357,372,16.0935,1,2,o,331,-7.85
p7.2.o_c.txt,353,376,15.5484,1,2,o,331,-6.65
p7.2.o_c.txt,358,371,15.5813,1,2,o,331,-8.16
p7.2.o_c.txt,355,374,15.5039,1,2,o,331,-7.25
p7.2.o_c.txt,355,374,15.5597,1,2,o,331,-7.25
p7.2.o_c.txt,364,365,15.5331,1,2,o,331,-9.97
p7.2.p_c.txt,379,350,15.8332,1,2,p,348,-8.91
p7.2.p_c.txt,384,345,15.8275,1,2,p,348,-10.34
p7.2.p_c.txt,379,350,15.8188,1,2,p,348,-8.91
p7.2.p_c.txt,383,346,15.7827,1,2,p,348,-10.06
p7.2.p_c.txt,390,339,15.7761,1,2,p,348,-12.07
p7.2.p_c.txt,379,350,15.7603,1,2,p,348,-8.91
p7.2.p_c.txt,384,345,15.7821,1,2,p,348,-10.34
p7.2.p_c.txt,387,342,15.7798,1,2,p,348,-11.21
p7.2.p_c.txt,390,339,15.7666,1,2,p,348,-12.07
p7.2.p_c.txt,376,353,15.7721,1,2,p,348,-8.05
p7.2.q_c.txt,406,323,16.1728,1,2,q,367,-10.63
p7.2.q_c.txt,399,330,16.1839,1,2,q,367,-8.72
p7.2.q_c.txt,403,326,16.1243,1,2,q,367,-9.81
p7.2.q_c.txt,400,329,16.1422,1,2,q,367,-8.99
p7.2.q_c.txt,403,326,16.1292,1,2,q,367,-9.81
p7.2.q_c.txt,403,326,16.1121,1,2,q,367,-9.81
p7.2.q_c.txt,403,326,16.5015,1,2,q,367,-9.81
p7.2.q_c.txt,402,327,16.7681,1,2,q,367,-9.54
p7.2.q_c.txt,401,328,16.7651,1,2,q,367,-9.26
p7.2.q_c.txt,399,330,16.2637,1,2,q,367,-8.72
p7.2.r_c.txt,419,310,16.9902,1,2,r,343,-22.16
p7.2.r_c.txt,421,308,16.3769,1,2,r,343,-22.74
p7.2.r_c.txt,419,310,16.3008,1,2,r,343,-22.16
p7.2.r_c.txt,419,310,16.3741,1,2,r,343,-22.16
p7.2.r_c.txt,413,316,16.3237,1,2,r,343,-20.41
p7.2.r_c.txt,422,307,16.3359,1,2,r,343,-23.03
p7.2.r_c.txt,424,305,16.3464,1,2,r,343,-23.62
p7.2.r_c.txt,423,306,16.4861,1,2,r,343,-23.32
p7.2.r_c.txt,419,310,16.4845,1,2,r,343,-22.16
p7.2.r_c.txt,415,314,16.5146,1,2,r,343,-20.99
p7.2.s_c.txt,445,284,17.204,1,2,s,390,-14.1
p7.2.s_c.txt,435,294,17.2577,1,2,s,390,-11.54
p7.2.s_c.txt,437,292,17.2609,1,2,s,390,-12.05
p7.2.s_c.txt,439,290,17.3536,1,2,s,390,-12.56
p7.2.s_c.txt,434,295,17.279,1,2,s,390,-11.28
p7.2.s_c.txt,433,296,17.2137,1,2,s,390,-11.03
p7.2.s_c.txt,448,281,17.412,1,2,s,390,-14.87
p7.2.s_c.txt,435,294,17.7363,1,2,s,390,-11.54
p7.2.s_c.txt,437,292,17.7297,1,2,s,390,-12.05
p7.2.s_c.txt,435,294,17.4323,1,2,s,390,-11.54
p7.2.t_c.txt,457,272,17.5449,1,2,t,381,-19.95
p7.2.t_c.txt,451,278,17.5441,1,2,t,381,-18.37
p7.2.t_c.txt,451,278,17.5281,1,2,t,381,-18.37
p7.2.t_c.txt,453,276,17.6124,1,2,t,381,-18.9
p7.2.t_c.txt,459,270,17.5597,1,2,t,381,-20.47
p7.2.t_c.txt,451,278,17.4646,1,2,t,381,-18.37
p7.2.t_c.txt,454,275,17.7979,1,2,t,381,-19.16
p7.2.t_c.txt,451,278,17.8078,1,2,t,381,-18.37
p7.2.t_c.txt,460,269,17.8205,1,2,t,381,-20.73
p7.2.t_c.txt,460,269,17.528,1,2,t,381,-20.73
p7.3.b_c.txt,0,486,0.501332,1,3,b,0,0
p7.3.b_c.txt,0,486,0.500737,1,3,b,0,0
p7.3.b_c.txt,0,486,0.495215,1,3,b,0,0
p7.3.b_c.txt,0,486,0.498971,1,3,b,0,0
p7.3.b_c.txt,0,486,0.499912,1,3,b,0,0
p7.3.b_c.txt,0,486,0.503323,1,3,b,0,0
p7.3.b_c.txt,0,486,0.506085,1,3,b,0,0
p7.3.b_c.txt,0,486,0.498369,1,3,b,0,0
p7.3.b_c.txt,0,486,0.505121,1,3,b,0,0
p7.3.b_c.txt,0,486,0.50083,1,3,b,0,0
p7.3.c_c.txt,16,470,6.48418,1,3,c,16,0
p7.3.c_c.txt,16,470,6.50718,1,3,c,16,0
p7.3.c_c.txt,16,470,6.51605,1,3,c,16,0
p7.3.c_c.txt,16,470,6.49224,1,3,c,16,0
p7.3.c_c.txt,16,470,6.51825,1,3,c,16,0
p7.3.c_c.txt,16,470,6.51941,1,3,c,16,0
p7.3.c_c.txt,16,470,6.49197,1,3,c,16,0
p7.3.c_c.txt,16,470,6.50408,1,3,c,16,0
p7.3.c_c.txt,16,470,6.50955,1,3,c,16,0
p7.3.c_c.txt,16,470,6.50782,1,3,c,16,0
p7.3.d_c.txt,31,455,6.91944,1,3,d,31,0
p7.3.d_c.txt,31,455,6.97621,1,3,d,31,0
p7.3.d_c.txt,31,455,6.96535,1,3,d,31,0
p7.3.d_c.txt,31,455,6.99009,1,3,d,31,0
p7.3.d_c.txt,31,455,6.95794,1,3,d,31,0
p7.3.d_c.txt,31,455,6.93119,1,3,d,31,0
p7.3.d_c.txt,31,455,6.77018,1,3,d,31,0
p7.3.d_c.txt,31,455,6.90923,1,3,d,31,0
p7.3.d_c.txt,31,455,7.04571,1,3,d,31,0
p7.3.d_c.txt,31,455,7.12914,1,3,d,31,0
p7.3.e_c.txt,47,439,8.01716,1,3,e,43,-9.3
p7.3.e_c.txt,47,439,8.02737,1,3,e,43,-9.3
p7.3.e_c.txt,47,439,7.99962,1,3,e,43,-9.3
p7.3.e_c.txt,47,439,8.01573,1,3,e,43,-9.3
p7.3.e_c.txt,47,439,8.03815,1,3,e,43,-9.3
p7.3.e_c.txt,47,439,8.05556,1,3,e,43,-9.3
p7.3.e_c.txt,47,439,8.03245,1,3,e,43,-9.3
p7.3.e_c.txt,47,439,8.04088,1,3,e,43,-9.3
p7.3.e_c.txt,47,439,8.04407,1,3,e,43,-9.3
p7.3.e_c.txt,47,439,8.10809,1,3,e,43,-9.3
p7.3.f_c.txt,59,427,8.74966,1,3,f,51,-15.69
p7.3.f_c.txt,59,427,8.61214,1,3,f,51,-15.69
p7.3.f_c.txt,59,427,8.45223,1,3,f,51,-15.69
p7.3.f_c.txt,59,427,8.44366,1,3,f,51,-15.69
p7.3.f_c.txt,59,427,8.44989,1,3,f,51,-15.69
p7.3.f_c.txt,59,427,8.44008,1,3,f,51,-15.69
p7.3.f_c.txt,59,427,8.44844,1,3,f,51,-15.69
p7.3.f_c.txt,59,427,8.43191,1,3,f,51,-15.69
p7.3.f_c.txt,59,427,8.45641,1,3,f,51,-15.69
p7.3.f_c.txt,59,427,8.46696,1,3,f,51,-15.69
p7.3.g_c.txt,77,409,9.51444,1,3,g,77,0
p7.3.g_c.txt,77,409,9.50173,1,3,g,77,0
p7.3.g_c.txt,77,409,9.47856,1,3,g,77,0
p7.3.g_c.txt,77,409,9.48486,1,3,g,77,0
p7.3.g_c.txt,77,409,9.50358,1,3,g,77,0
p7.3.g_c.txt,77,409,9.4738,1,3,g,77,0
p7.3.g_c.txt,77,409,9.54909,1,3,g,77,0
p7.3.g_c.txt,77,409,9.5117,1,3,g,77,0
p7.3.g_c.txt,77,409,9.55495,1,3,g,77,0
p7.3.g_c.txt,77,409,9.52416,1,3,g,77,0
p7.3.h_c.txt,107,379,10.5418,1,3,h,96,-11.46
p7.3.h_c.txt,107,379,10.5475,1,3,h,96,-11.46
p7.3.h_c.txt,107,379,10.5273,1,3,h,96,-11.46
p7.3.h_c.txt,107,379,10.4926,1,3,h,96,-11.46
p7.3.h_c.txt,107,379,10.5243,1,3,h,96,-11.46
p7.3.h_c.txt,107,379,10.4912,1,3,h,96,-11.46
p7.3.h_c.txt,107,379,10.5153,1,3,h,96,-11.46
p7.3.h_c.txt,107,379,10.4746,1,3,h,96,-11.46
p7.3.h_c.txt,107,379,10.4442,1,3,h,96,-11.46
p7.3.h_c.txt,107,379,10.5024,1,3,h,96,-11.46
p7.3.i_c.txt,133,353,11.6283,1,3,i,120,-10.83
p7.3.i_c.txt,133,353,11.6493,1,3,i,120,-10.83
p7.3.i_c.txt,133,353,11.6703,1,3,i,120,-10.83
p7.3.i_c.txt,133,353,11.6402,1,3,i,120,-10.83
p7.3.i_c.txt,133,353,11.6065,1,3,i,120,-10.83
p7.3.i_c.txt,133,353,11.6428,1,3,i,120,-10.83
p7.3.i_c.txt,133,353,11.6906,1,3,i,120,-10.83
p7.3.i_c.txt,133,353,11.68,1,3,i,120,-10.83
p7.3.i_c.txt,133,353,11.6661,1,3,i,120,-10.83
p7.3.i_c.txt,133,353,11.6684,1,3,i,120,-10.83
p7.3.j_c.txt,144,342,12.2667,1,3,j,134,-7.46
p7.3.j_c.txt,144,342,12.2939,1,3,j,134,-7.46
p7.3.j_c.txt,144,342,12.2797,1,3,j,134,-7.46
p7.3.j_c.txt,144,342,12.284,1,3,j,134,-7.46
p7.3.j_c.txt,144,342,12.2213,1,3,j,134,-7.46
p7.3.j_c.txt,144,342,12.2391,1,3,j,134,-7.46
p7.3.j_c.txt,144,342,12.2692,1,3,j,134,-7.46
p7.3.j_c.txt,144,342,12.2323,1,3,j,134,-7.46
p7.3.j_c.txt,144,342,12.2112,1,3,j,134,-7.46
p7.3.j_c.txt,144,342,12.2312,1,3,j,134,-7.46
p7.3.k_c.txt,170,316,12.9203,1,3,k,151,-12.58
p7.3.k_c.txt,170,316,12.8492,1,3,k,151,-12.58
p7.3.k_c.txt,170,316,12.8348,1,3,k,151,-12.58
p7.3.k_c.txt,170,316,12.9056,1,3,k,151,-12.58
p7.3.k_c.txt,170,316,12.7952,1,3,k,151,-12.58
p7.3.k_c.txt,170,316,12.8207,1,3,k,151,-12.58
p7.3.k_c.txt,170,316,12.7941,1,3,k,151,-12.58
p7.3.k_c.txt,170,316,12.8487,1,3,k,151,-12.58
p7.3.k_c.txt,170,316,12.8011,1,3,k,151,-12.58
p7.3.k_c.txt,170,316,12.776,1,3,k,151,-12.58
p7.3.l_c.txt,175,311,13.2326,1,3,l,132,-32.58
p7.3.l_c.txt,175,311,13.2024,1,3,l,132,-32.58
p7.3.l_c.txt,175,311,13.192,1,3,l,132,-32.58
p7.3.l_c.txt,175,311,13.2098,1,3,l,132,-32.58
p7.3.l_c.txt,175,311,13.1723,1,3,l,132,-32.58
p7.3.l_c.txt,175,311,13.1673,1,3,l,132,-32.58
p7.3.l_c.txt,175,311,13.1457,1,3,l,132,-32.58
p7.3.l_c.txt,175,311,13.1396,1,3,l,132,-32.58
p7.3.l_c.txt,175,311,13.1618,1,3,l,132,-32.58
p7.3.l_c.txt,175,311,13.1031,1,3,l,132,-32.58
p7.3.m_c.txt,197,289,13.6947,1,3,m,190,-3.68
p7.3.m_c.txt,197,289,13.5944,1,3,m,190,-3.68
p7.3.m_c.txt,190,296,13.6275,1,3,m,190,0
p7.3.m_c.txt,197,289,13.6048,1,3,m,190,-3.68
p7.3.m_c.txt,188,298,13.5998,1,3,m,190,1.05
p7.3.m_c.txt,194,292,13.6117,1,3,m,190,-2.11
p7.3.m_c.txt,197,289,13.6264,1,3,m,190,-3.68
p7.3.m_c.txt,197,289,13.6528,1,3,m,190,-3.68
p7.3.m_c.txt,193,293,13.618,1,3,m,190,-1.58
p7.3.m_c.txt,197,289,13.6477,1,3,m,190,-3.68
p7.3.n_c.txt,204,282,13.7228,1,3,n,180,-13.33
p7.3.n_c.txt,204,282,13.6142,1,3,n,180,-13.33
p7.3.n_c.txt,206,280,13.62,1,3,n,180,-14.44
p7.3.n_c.txt,204,282,13.6071,1,3,n,180,-13.33
p7.3.n_c.txt,204,282,13.606,1,3,n,180,-13.33
p7.3.n_c.txt,204,282,13.632,1,3,n,180,-13.33
p7.3.n_c.txt,204,282,13.6105,1,3,n,180,-13.33
p7.3.n_c.txt,204,282,13.5927,1,3,n,180,-13.33
