Instance,clase,v,cplex1,ob1,ob21,gap1,cplex2,ob2,ob12,gap2,gap21,gap12,opt1,opt21,opt2,opt12
p3.2.n_c.txt,3,2,270,260,260,3.7,130.0,140.0,140.0,7.69,3.7,7.69,0,0,0,0
p3.2.n_c.txt,3,2,270,270,260,0.0,130.0,140.0,130.0,7.69,3.7,-0.0,0,0,0,0
p3.2.n_c.txt,3,2,270,270,260,0.0,130.0,140.0,130.0,7.69,3.7,-0.0,0,0,0,0
p3.2.n_c.txt,3,2,270,270,260,0.0,130.0,140.0,130.0,7.69,3.7,-0.0,0,0,0,0
p3.2.o_c.txt,3,2,290,290,280,0.0,110.0,120.0,110.0,9.09,3.45,-0.0,0,0,0,0
p3.2.o_c.txt,3,2,290,290,290,0.0,110.0,110.0,110.0,-0.0,0.0,-0.0,0,0,0,0
p3.2.o_c.txt,3,2,290,290,280,0.0,110.0,120.0,110.0,9.09,3.45,-0.0,0,0,0,0
p3.2.o_c.txt,3,2,290,290,280,0.0,110.0,120.0,110.0,9.09,3.45,-0.0,0,0,0,0
p3.2.o_c.txt,3,2,290,290,280,0.0,110.0,120.0,110.0,9.09,3.45,-0.0,0,0,0,0
p3.2.o_c.txt,3,2,290,290,280,0.0,110.0,120.0,110.0,9.09,3.45,-0.0,0,0,0,0
p3.2.o_c.txt,3,2,290,290,280,0.0,110.0,120.0,110.0,9.09,3.45,-0.0,0,0,0,0
p3.2.o_c.txt,3,2,290,290,280,0.0,110.0,120.0,110.0,9.09,3.45,-0.0,0,0,0,0
p3.2.o_c.txt,3,2,290,290,290,0.0,110.0,110.0,110.0,-0.0,0.0,-0.0,0,0,0,0
p3.2.o_c.txt,3,2,290,290,280,0.0,110.0,120.0,110.0,9.09,3.45,-0.0,0,0,0,0
p3.2.p_c.txt,3,2,300,300,290,0.0,100.0,110.0,100.0,10.0,3.33,-0.0,0,0,0,0
p3.2.p_c.txt,3,2,300,300,290,0.0,100.0,110.0,100.0,10.0,3.33,-0.0,0,0,0,0
p3.2.p_c.txt,3,2,300,300,290,0.0,100.0,110.0,100.0,10.0,3.33,-0.0,0,0,0,0
p3.2.p_c.txt,3,2,300,300,300,0.0,100.0,100.0,100.0,-0.0,0.0,-0.0,0,0,0,0
p3.2.p_c.txt,3,2,300,300,290,0.0,100.0,110.0,100.0,10.0,3.33,-0.0,0,0,0,0
p3.2.p_c.txt,3,2,300,300,300,0.0,100.0,100.0,100.0,-0.0,0.0,-0.0,0,0,0,0
p3.2.p_c.txt,3,2,300,300,290,0.0,100.0,110.0,100.0,10.0,3.33,-0.0,0,0,0,0
p3.2.p_c.txt,3,2,300,300,290,0.0,100.0,110.0,100.0,10.0,3.33,-0.0,0,0,0,0
p3.2.p_c.txt,3,2,300,300,300,0.0,100.0,100.0,100.0,-0.0,0.0,-0.0,0,0,0,0
p3.2.p_c.txt,3,2,300,300,300,0.0,100.0,100.0,100.0,-0.0,0.0,-0.0,0,0,0,0
p3.2.q_c.txt,3,2,310,300,300,3.23,90.0,100.0,100.0,11.11,3.23,11.11,0,0,0,0
p3.2.q_c.txt,3,2,310,300,300,3.23,90.0,100.0,100.0,11.11,3.23,11.11,0,0,0,0
p3.2.q_c.txt,3,2,310,300,300,3.23,90.0,100.0,100.0,11.11,3.23,11.11,0,0,0,0
p3.2.q_c.txt,3,2,310,300,300,3.23,90.0,100.0,100.0,11.11,3.23,11.11,0,0,0,0
p3.2.q_c.txt,3,2,310,310,300,0.0,90.0,100.0,90.0,11.11,3.23,-0.0,0,0,0,0
p3.2.q_c.txt,3,2,310,300,300,3.23,90.0,100.0,100.0,11.11,3.23,11.11,0,0,0,0
p3.2.q_c.txt,3,2,310,300,300,3.23,90.0,100.0,100.0,11.11,3.23,11.11,0,0,0,0
p3.2.q_c.txt,3,2,310,300,300,3.23,90.0,100.0,100.0,11.11,3.23,11.11,0,0,0,0
p3.2.q_c.txt,3,2,310,300,300,3.23,90.0,100.0,100.0,11.11,3.23,11.11,0,0,0,0
p3.2.q_c.txt,3,2,310,310,300,0.0,90.0,100.0,90.0,11.11,3.23,-0.0,0,0,0,0
p3.2.r_c.txt,3,2,320,310,320,3.12,80.0,80.0,90.0,-0.0,0.0,12.5,0,0,0,0
p3.2.r_c.txt,3,2,320,310,310,3.12,80.0,90.0,90.0,12.5,3.12,12.5,0,0,0,0
p3.2.r_c.txt,3,2,320,320,310,0.0,80.0,90.0,80.0,12.5,3.12,-0.0,0,0,0,0
p3.2.r_c.txt,3,2,320,320,310,0.0,80.0,90.0,80.0,12.5,3.12,-0.0,0,0,0,0
p3.2.r_c.txt,3,2,320,310,310,3.12,80.0,90.0,90.0,12.5,3.12,12.5,0,0,0,0
p3.2.r_c.txt,3,2,320,320,310,0.0,80.0,90.0,80.0,12.5,3.12,-0.0,0,0,0,0
p3.2.r_c.txt,3,2,320,310,310,3.12,80.0,90.0,90.0,12.5,3.12,12.5,0,0,0,0
p3.2.r_c.txt,3,2,320,310,310,3.12,80.0,90.0,90.0,12.5,3.12,12.5,0,0,0,0
p3.2.r_c.txt,3,2,320,310,310,3.12,80.0,90.0,90.0,12.5,3.12,12.5,0,0,0,0
p3.2.r_c.txt,3,2,320,310,310,3.12,80.0,90.0,90.0,12.5,3.12,12.5,0,0,0,0
p3.2.s_c.txt,3,2,330,320,320,3.03,70.0,80.0,80.0,14.29,3.03,14.29,0,0,0,0
p3.2.s_c.txt,3,2,330,320,320,3.03,70.0,80.0,80.0,14.29,3.03,14.29,0,0,0,0
p3.2.s_c.txt,3,2,330,330,320,0.0,70.0,80.0,70.0,14.29,3.03,-0.0,0,0,0,0
p3.2.s_c.txt,3,2,330,320,320,3.03,70.0,80.0,80.0,14.29,3.03,14.29,0,0,0,0
p3.2.s_c.txt,3,2,330,320,320,3.03,70.0,80.0,80.0,14.29,3.03,14.29,0,0,0,0
p3.2.s_c.txt,3,2,330,320,320,3.03,70.0,80.0,80.0,14.29,3.03,14.29,0,0,0,0
p3.2.s_c.txt,3,2,330,320,320,3.03,70.0,80.0,80.0,14.29,3.03,14.29,0,0,0,0
p3.2.s_c.txt,3,2,330,320,320,3.03,70.0,80.0,80.0,14.29,3.03,14.29,0,0,0,0
p3.2.s_c.txt,3,2,330,320,320,3.03,70.0,80.0,80.0,14.29,3.03,14.29,0,0,0,0
p3.2.s_c.txt,3,2,330,320,320,3.03,70.0,80.0,80.0,14.29,3.03,14.29,0,0,0,0
p3.2.t_c.txt,3,2,350,330,330,5.71,50.0,70.0,70.0,40.0,5.71,40.0,0,0,0,0
p3.2.t_c.txt,3,2,350,340,330,2.86,50.0,70.0,60.0,40.0,5.71,20.0,0,0,0,0
p3.2.t_c.txt,3,2,350,330,330,5.71,50.0,70.0,70.0,40.0,5.71,40.0,0,0,0,0
p3.2.t_c.txt,3,2,350,330,340,5.71,50.0,60.0,70.0,20.0,2.86,40.0,0,0,0,0
p3.2.t_c.txt,3,2,350,340,330,2.86,50.0,70.0,60.0,40.0,5.71,20.0,0,0,0,0
p3.2.t_c.txt,3,2,350,340,330,2.86,50.0,70.0,60.0,40.0,5.71,20.0,0,0,0,0
p3.2.t_c.txt,3,2,350,330,330,5.71,50.0,70.0,70.0,40.0,5.71,40.0,0,0,0,0
p3.2.t_c.txt,3,2,350,330,330,5.71,50.0,70.0,70.0,40.0,5.71,40.0,0,0,0,0
p3.2.t_c.txt,3,2,350,340,330,2.86,50.0,70.0,60.0,40.0,5.71,20.0,0,0,0,0
p3.2.t_c.txt,3,2,350,340,330,2.86,50.0,70.0,60.0,40.0,5.71,20.0,0,0,0,0
p3.3.a_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.a_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.a_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.a_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.a_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.a_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.a_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.a_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.a_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.a_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.b_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.b_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.b_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.b_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.b_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.b_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.b_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.b_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.b_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.b_c.txt,3,3,10,10,10,0.0,256.66700000000003,256.66700000000003,256.66700000000003,-0.0,0.0,-0.0,0,0,0,0
p3.3.c_c.txt,3,3,30,30,30,0.0,236.667,236.667,236.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.c_c.txt,3,3,30,30,30,0.0,236.667,236.667,236.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.c_c.txt,3,3,30,30,30,0.0,236.667,236.667,236.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.c_c.txt,3,3,30,30,30,0.0,236.667,236.667,236.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.c_c.txt,3,3,30,30,30,0.0,236.667,236.667,236.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.c_c.txt,3,3,30,30,30,0.0,236.667,236.667,236.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.c_c.txt,3,3,30,30,30,0.0,236.667,236.667,236.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.c_c.txt,3,3,30,30,30,0.0,236.667,236.667,236.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.c_c.txt,3,3,30,30,30,0.0,236.667,236.667,236.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.c_c.txt,3,3,30,30,30,0.0,236.667,236.667,236.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.d_c.txt,3,3,50,50,50,0.0,216.667,216.667,216.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.d_c.txt,3,3,50,50,50,0.0,216.667,216.667,216.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.d_c.txt,3,3,50,50,50,0.0,216.667,216.667,216.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.d_c.txt,3,3,50,50,50,0.0,216.667,216.667,216.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.d_c.txt,3,3,50,50,50,0.0,216.667,216.667,216.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.d_c.txt,3,3,50,50,50,0.0,216.667,216.667,216.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.d_c.txt,3,3,50,50,50,0.0,216.667,216.667,216.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.d_c.txt,3,3,50,50,50,0.0,216.667,216.667,216.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.d_c.txt,3,3,50,50,50,0.0,216.667,216.667,216.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.d_c.txt,3,3,50,50,50,0.0,216.667,216.667,216.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.e_c.txt,3,3,60,60,60,0.0,206.667,206.667,206.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.e_c.txt,3,3,60,60,60,0.0,206.667,206.667,206.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.e_c.txt,3,3,60,60,60,0.0,206.667,206.667,206.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.e_c.txt,3,3,60,60,60,0.0,206.667,206.667,206.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.e_c.txt,3,3,60,60,60,0.0,206.667,206.667,206.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.e_c.txt,3,3,60,60,60,0.0,206.667,206.667,206.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.e_c.txt,3,3,60,60,60,0.0,206.667,206.667,206.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.e_c.txt,3,3,60,60,60,0.0,206.667,206.667,206.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.e_c.txt,3,3,60,60,60,0.0,206.667,206.667,206.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.e_c.txt,3,3,60,60,60,0.0,206.667,206.667,206.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.f_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.f_c.txt,3,3,70,60,60,14.29,196.667,206.667,206.667,5.08,14.29,5.08,1,1,1,1
p3.3.f_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.f_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,1,1,1,1
p3.3.f_c.txt,3,3,70,60,70,14.29,196.667,196.667,206.667,-0.0,0.0,5.08,1,1,1,1
p3.3.f_c.txt,3,3,70,70,60,0.0,196.667,206.667,196.667,5.08,14.29,-0.0,1,1,1,1
p3.3.f_c.txt,3,3,70,70,60,0.0,196.667,206.667,196.667,5.08,14.29,-0.0,1,1,1,1
p3.3.f_c.txt,3,3,70,70,60,0.0,196.667,206.667,196.667,5.08,14.29,-0.0,1,1,1,1
p3.3.f_c.txt,3,3,70,70,60,0.0,196.667,206.667,196.667,5.08,14.29,-0.0,1,1,1,1
p3.3.f_c.txt,3,3,70,70,60,0.0,196.667,206.667,196.667,5.08,14.29,-0.0,1,1,1,1
p3.3.g_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.g_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.g_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.g_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.g_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.g_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.g_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.g_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.g_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.g_c.txt,3,3,70,70,70,0.0,196.667,196.667,196.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.h_c.txt,3,3,80,80,80,0.0,186.667,186.667,186.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.h_c.txt,3,3,80,80,80,0.0,186.667,186.667,186.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.h_c.txt,3,3,80,80,80,0.0,186.667,186.667,186.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.h_c.txt,3,3,80,80,80,0.0,186.667,186.667,186.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.h_c.txt,3,3,80,80,80,0.0,186.667,186.667,186.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.h_c.txt,3,3,80,80,80,0.0,186.667,186.667,186.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.h_c.txt,3,3,80,80,80,0.0,186.667,186.667,186.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.h_c.txt,3,3,80,80,80,0.0,186.667,186.667,186.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.h_c.txt,3,3,80,80,80,0.0,186.667,186.667,186.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.h_c.txt,3,3,80,80,80,0.0,186.667,186.667,186.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.i_c.txt,3,3,80,90,90,-12.5,176.667,176.667,176.667,-0.0,-12.5,-0.0,0,0,0,0
p3.3.i_c.txt,3,3,80,90,90,-12.5,176.667,176.667,176.667,-0.0,-12.5,-0.0,0,0,0,0
p3.3.i_c.txt,3,3,80,90,90,-12.5,176.667,176.667,176.667,-0.0,-12.5,-0.0,0,0,0,0
p3.3.i_c.txt,3,3,80,90,90,-12.5,176.667,176.667,176.667,-0.0,-12.5,-0.0,0,0,0,0
p3.3.i_c.txt,3,3,80,90,90,-12.5,176.667,176.667,176.667,-0.0,-12.5,-0.0,0,0,0,0
p3.3.i_c.txt,3,3,80,90,90,-12.5,176.667,176.667,176.667,-0.0,-12.5,-0.0,0,0,0,0
p3.3.i_c.txt,3,3,80,90,90,-12.5,176.667,176.667,176.667,-0.0,-12.5,-0.0,0,0,0,0
p3.3.i_c.txt,3,3,80,90,90,-12.5,176.667,176.667,176.667,-0.0,-12.5,-0.0,0,0,0,0
p3.3.i_c.txt,3,3,80,90,90,-12.5,176.667,176.667,176.667,-0.0,-12.5,-0.0,0,0,0,0
p3.3.i_c.txt,3,3,80,90,90,-12.5,176.667,176.667,176.667,-0.0,-12.5,-0.0,0,0,0,0
p3.3.j_c.txt,3,3,100,100,100,0.0,166.667,166.667,166.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.j_c.txt,3,3,100,100,100,0.0,166.667,166.667,166.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.j_c.txt,3,3,100,100,100,0.0,166.667,166.667,166.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.j_c.txt,3,3,100,100,100,0.0,166.667,166.667,166.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.j_c.txt,3,3,100,100,100,0.0,166.667,166.667,166.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.j_c.txt,3,3,100,100,100,0.0,166.667,166.667,166.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.j_c.txt,3,3,100,110,100,-10.0,166.667,166.667,156.667,-0.0,0.0,-6.0,0,0,0,0
p3.3.j_c.txt,3,3,100,100,100,0.0,166.667,166.667,166.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.j_c.txt,3,3,100,100,100,0.0,166.667,166.667,166.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.j_c.txt,3,3,100,100,100,0.0,166.667,166.667,166.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.k_c.txt,3,3,120,120,120,0.0,146.667,146.667,146.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.k_c.txt,3,3,120,120,120,0.0,146.667,146.667,146.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.k_c.txt,3,3,120,120,120,0.0,146.667,146.667,146.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.k_c.txt,3,3,120,120,110,0.0,146.667,156.667,146.667,6.82,8.33,-0.0,0,0,0,0
p3.3.k_c.txt,3,3,120,120,110,0.0,146.667,156.667,146.667,6.82,8.33,-0.0,0,0,0,0
p3.3.k_c.txt,3,3,120,120,110,0.0,146.667,156.667,146.667,6.82,8.33,-0.0,0,0,0,0
p3.3.k_c.txt,3,3,120,120,120,0.0,146.667,146.667,146.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.k_c.txt,3,3,120,120,110,0.0,146.667,156.667,146.667,6.82,8.33,-0.0,0,0,0,0
p3.3.k_c.txt,3,3,120,110,110,8.33,146.667,156.667,156.667,6.82,8.33,6.82,0,0,0,0
p3.3.k_c.txt,3,3,120,120,120,0.0,146.667,146.667,146.667,-0.0,0.0,-0.0,0,0,0,0
p3.3.l_c.txt,3,3,140,140,130,0.0,136.667,136.667,126.667,-0.0,7.14,-7.32,0,0,0,0
p3.3.l_c.txt,3,3,140,130,130,7.14,136.667,136.667,136.667,-0.0,7.14,-0.0,0,0,0,0
p3.3.l_c.txt,3,3,140,130,130,7.14,136.667,136.667,136.667,-0.0,7.14,-0.0,0,0,0,0
p3.3.l_c.txt,3,3,140,130,130,7.14,136.667,136.667,136.667,-0.0,7.14,-0.0,0,0,0,0
p3.3.l_c.txt,3,3,140,130,130,7.14,136.667,136.667,136.667,-0.0,7.14,-0.0,0,0,0,0
p3.3.l_c.txt,3,3,140,130,130,7.14,136.667,136.667,136.667,-0.0,7.14,-0.0,0,0,0,0
p3.3.l_c.txt,3,3,140,130,130,7.14,136.667,136.667,136.667,-0.0,7.14,-0.0,0,0,0,0
p3.3.l_c.txt,3,3,140,130,130,7.14,136.667,136.667,136.667,-0.0,7.14,-0.0,0,0,0,0
p3.3.l_c.txt,3,3,140,130,130,7.14,136.667,136.667,136.667,-0.0,7.14,-0.0,0,0,0,0
p3.3.l_c.txt,3,3,140,130,130,7.14,136.667,136.667,136.667,-0.0,7.14,-0.0,0,0,0,0
p3.3.m_c.txt,3,3,150,150,130,0.0,116.667,136.667,116.667,17.14,13.33,-0.0,0,0,0,0
p3.3.m_c.txt,3,3,150,140,140,6.67,116.667,126.667,126.667,8.57,6.67,8.57,0,0,0,0
p3.3.m_c.txt,3,3,150,140,130,6.67,116.667,136.667,126.667,17.14,13.33,8.57,0,0,0,0
p3.3.m_c.txt,3,3,150,140,140,6.67,116.667,126.667,126.667,8.57,6.67,8.57,0,0,0,0
p3.3.m_c.txt,3,3,150,140,130,6.67,116.667,136.667,126.667,17.14,13.33,8.57,0,0,0,0
p3.3.m_c.txt,3,3,150,140,140,6.67,116.667,126.667,126.667,8.57,6.67,8.57,0,0,0,0
p3.3.m_c.txt,3,3,150,150,130,0.0,116.667,136.667,116.667,17.14,13.33,-0.0,0,0,0,0
p3.3.m_c.txt,3,3,150,150,130,0.0,116.667,136.667,116.667,17.14,13.33,-0.0,0,0,0,0
p3.3.m_c.txt,3,3,150,140,140,6.67,116.667,126.667,126.667,8.57,6.67,8.57,0,0,0,0
p3.3.m_c.txt,3,3,150,140,130,6.67,116.667,136.667,126.667,17.14,13.33,8.57,0,0,0,0
p3.3.n_c.txt,3,3,160,150,150,6.25,106.667,116.667,116.667,9.37,6.25,9.37,0,0,0,0
p3.3.n_c.txt,3,3,160,150,150,6.25,106.667,116.667,116.667,9.37,6.25,9.37,0,0,0,0
p3.3.n_c.txt,3,3,160,150,160,6.25,106.667,106.667,116.667,-0.0,0.0,9.37,0,0,0,0
p3.3.n_c.txt,3,3,160,150,150,6.25,106.667,116.667,116.667,9.37,6.25,9.37,0,0,0,0
p3.3.n_c.txt,3,3,160,160,150,0.0,106.667,116.667,106.667,9.37,6.25,-0.0,0,0,0,0
p3.3.n_c.txt,3,3,160,160,150,0.0,106.667,116.667,106.667,9.37,6.25,-0.0,0,0,0,0
p3.3.n_c.txt,3,3,160,160,150,0.0,106.667,116.667,106.667,9.37,6.25,-0.0,0,0,0,0
p3.3.n_c.txt,3,3,160,150,150,6.25,106.667,116.667,116.667,9.37,6.25,9.37,0,0,0,0
p3.3.n_c.txt,3,3,160,150,150,6.25,106.667,116.667,116.667,9.37,6.25,9.37,0,0,0,0
p3.3.n_c.txt,3,3,160,150,160,6.25,106.667,106.667,116.667,-0.0,0.0,9.37,0,0,0,0
p3.3.o_c.txt,3,3,170,160,160,5.88,96.6667,106.667,106.667,10.35,5.88,10.35,0,0,0,0
p3.3.o_c.txt,3,3,170,160,160,5.88,96.6667,106.667,106.667,10.35,5.88,10.35,0,0,0,0
p3.3.o_c.txt,3,3,170,160,160,5.88,96.6667,106.667,106.667,10.35,5.88,10.35,0,0,0,0
p3.3.o_c.txt,3,3,170,160,160,5.88,96.6667,106.667,106.667,10.35,5.88,10.35,0,0,0,0
p3.3.o_c.txt,3,3,170,160,170,5.88,96.6667,96.6667,106.667,-0.0,0.0,10.35,0,0,0,0
p3.3.o_c.txt,3,3,170,160,160,5.88,96.6667,106.667,106.667,10.35,5.88,10.35,0,0,0,0
p3.3.o_c.txt,3,3,170,160,160,5.88,96.6667,106.667,106.667,10.35,5.88,10.35,0,0,0,0
p3.3.o_c.txt,3,3,170,160,160,5.88,96.6667,106.667,106.667,10.35,5.88,10.35,0,0,0,0
p3.3.o_c.txt,3,3,170,160,160,5.88,96.6667,106.667,106.667,10.35,5.88,10.35,0,0,0,0
p3.3.o_c.txt,3,3,170,160,160,5.88,96.6667,106.667,106.667,10.35,5.88,10.35,0,0,0,0
p3.3.p_c.txt,3,3,180,170,180,5.56,86.6667,86.6667,96.6667,-0.0,0.0,11.54,0,0,0,0
p3.3.p_c.txt,3,3,180,170,170,5.56,86.6667,96.6667,96.6667,11.54,5.56,11.54,0,0,0,0
p3.3.p_c.txt,3,3,180,180,170,0.0,86.6667,96.6667,86.6667,11.54,5.56,-0.0,0,0,0,0
p3.3.p_c.txt,3,3,180,180,170,0.0,86.6667,96.6667,86.6667,11.54,5.56,-0.0,0,0,0,0
p3.3.p_c.txt,3,3,180,170,170,5.56,86.6667,96.6667,96.6667,11.54,5.56,11.54,0,0,0,0
p3.3.p_c.txt,3,3,180,170,170,5.56,86.6667,96.6667,96.6667,11.54,5.56,11.54,0,0,0,0
p3.3.p_c.txt,3,3,180,170,170,5.56,86.6667,96.6667,96.6667,11.54,5.56,11.54,0,0,0,0
p3.3.p_c.txt,3,3,180,180,170,0.0,86.6667,96.6667,86.6667,11.54,5.56,-0.0,0,0,0,0
p3.3.p_c.txt,3,3,180,170,170,5.56,86.6667,96.6667,96.6667,11.54,5.56,11.54,0,0,0,0
p3.3.p_c.txt,3,3,180,180,170,0.0,86.6667,96.6667,86.6667,11.54,5.56,-0.0,0,0,0,0
p3.3.q_c.txt,3,3,180,180,180,0.0,86.6667,86.6667,86.6667,-0.0,0.0,-0.0,0,0,0,0
p3.3.q_c.txt,3,3,180,180,180,0.0,86.6667,86.6667,86.6667,-0.0,0.0,-0.0,0,0,0,0
p3.3.q_c.txt,3,3,180,180,180,0.0,86.6667,86.6667,86.6667,-0.0,0.0,-0.0,0,0,0,0
p3.3.q_c.txt,3,3,180,190,180,-5.56,86.6667,86.6667,76.6667,-0.0,0.0,-11.54,0,0,0,0
p3.3.q_c.txt,3,3,180,190,180,-5.56,86.6667,86.6667,76.6667,-0.0,0.0,-11.54,0,0,0,0
